Frame name,Datetime,Fork name,Disc.,Sizes,date,Frame code,Fork code,RefreshTimeUTC
ULTIMATE CF SLX R39,2015-03-27 00:00:00,One One Four SLX F35,RD,2XS - 2XL (7),27.03.2015,CANY-R39-RD,CANY-F35-RD,2019-09-01 14:15:20
CCT EVO,2015-03-27 00:00:00,PRO CONTROL EVO,RD,460 - 600 (6),27.03.2015,CORR-CCTE-RD,CORR-CCTE-RD,2019-09-01 14:15:20
TF4,2015-03-25 00:00:00,REFLEX TF4,RD,41 - 59 (7),25.03.2015,FOND-TF4-RD,FOND-TF4-RD,2019-09-01 14:15:20
MARCELLO HP 1,2015-03-25 00:00:00,DT-FO989,RD,480 - 600 (5),25.03.2015,RAIK-HP1-RD,RAIK-HP1-RD,2019-09-01 14:15:20
GTR TEAM  GTR SL,2015-03-25 00:00:00,GTR Team / GTR SL, , , , , ,2019-09-01 14:15:20
TCR ADV SL ISP MY16,2015-03-24 00:00:00,TCR MY16,RD,XS - XL (6),24.03.2015,GIAN-RS16-RD,GIAN-FR16-RD,2019-09-01 14:15:20
TCR ADV MY16,2015-03-24 00:00:00,TCR MY16,RD,XS - XL (6),24.03.2015,GIAN-R16-RD,GIAN-FR16-RD,2019-09-01 14:15:20
PRO TOUR 15,2015-03-23 00:00:00,PRO TOUR 15,RD,47 - 61 (6),23.03.2015,PROT-PT15-RD,PROT-PT15-RD,2019-09-01 14:15:20
XELIUS SL,2015-03-11 00:00:00,XELIUS SL,RD,43 - 61 (7),11.03.2015,LAPI-XESL-RD,LAPI-XESL-RD,2019-09-01 14:15:20
F02,2015-03-06 00:00:00,F02,RD,XXS - XXL (7),06.03.2015,SCOT-F02-RD,SCOT-F02-RD,2019-09-01 14:15:20
DOGMA K8 S,2015-03-05 00:00:00,Dogma K8 S,RD,440 - 595 (11),05.03.2015,PINA-K8S-RD,PINA-K8S-RD,2019-09-01 14:15:20
DOGMA K8,2015-03-05 00:00:00,Dogma K8,RD,440 - 595 (11),05.03.2015,PINA-K8-RD,PINA-K8-RD,2019-09-01 14:15:20
564P,2015-03-05 00:00:00,564P,TR,XS - M (3),05.03.2015,LOOK-564-TR,LOOK-564-TR,2019-09-01 14:15:20
PRESTIGE,2015-02-26 00:00:00,PRESTIGE,CX,46 - 58 (5),26.02.2015,COLN-PRES-CX,COLN-PRES-CX,2019-09-01 14:15:20
EQUIPE UNO,2015-02-05 00:00:00,EQUIPE UNO,RD,47 --59 (7),05.02.2015,AQU-EQ1-TR,AQU-EQ1-TR,2019-09-01 14:15:20
SPEED,2015-02-03 00:00:00,SPEED,TR,XS - XL (5),19.10.2011,HERS-SPE-RD,HERS-SPE-RD,2019-09-01 14:15:20
MARCELLO HP 3,2015-02-03 00:00:00,DT-FO12,RD,470 - 590 (5),03.02.2015,RAIK-HP3-RD,RAIK-HP3-RD,2019-09-01 14:15:20
CLX,2015-01-29 00:00:00,CLX,RD,42 - 58 (8),29.01.2015,COLN-CLX-RD,COLN-CLX-RD,2019-09-01 14:15:20
BURA SL 2,2015-01-26 00:00:00,BURA SL 2,RD,XS - XL (5),26.01.2015,NPR-BSL2-RD,NPR-BSL2-RD,2019-09-01 14:15:20
NAZARE 3,2015-01-23 00:00:00,NAZARE 3,RD,XS - XL (5),23.01.2015,NPR-NAZ3-RD,NPR-NAZ3-RD,2019-09-01 14:15:20
SALLANCHES 64,2015-01-19 00:00:00,SALLANCHES 64,RD,41 - 53 (5),19.01.2015,EMC-SA64-RD,EMC-SA64-RD,2019-09-01 14:15:20
TACTIC MY16,2015-01-16 00:00:00,TACTIC MY16,RD,48 - 60.5 (6),16.01.2015,NORC-TA16-RD,NORC-TA16-RD,2019-09-01 14:15:20
FR1,2015-01-06 00:00:00,FR1,RD,480 - 580 (5),06.01.2015,ELF-FR1-RD,ELF-FR1-RD,2019-09-01 14:15:20
SPECIALISSIMA CV,2015-01-05 00:00:00,SPECIALISSIMA CV,RD,47 - 61 (7),05.01.2015,BIAN-SPCV-RD,BIAN-SPCV-RD,2019-09-01 14:15:20
ARCALIS,2015-01-05 00:00:00,Arcalis,RD,50 - 62 (7),05.01.2015,STEV-ARC-RD,STEV-ARC-RD,2019-09-01 14:15:20
ADDICTCX,2014-12-18 00:00:00,Addict-CX,CX,49 - 58 (5),18.12.2014,SCOT-AD01-CX,SCOT-AD01-CX,2019-09-01 14:15:20
SERIOS,2014-12-15 00:00:00,SERIOS,TT,XS - L (4),15.12.2014,DIA-SER-TT,DIA-SER-TT,2019-09-01 14:15:20
RT9,2014-12-15 00:00:00,RT9,TT,45 - 57 (4),15.12.2014,BSC-RT9-TT,BSC-RT9-TT,2019-09-01 14:15:20
PISTA TEAM,2014-12-15 00:00:00,Pista Team,TR,S - XL (5),15.12.2014,AVNT-PITM-TR,AVNT-PITM-TR,2019-09-01 14:15:20
KING XS,2014-12-05 00:00:00,KING XS,RD,XXXS-XXXL (9),05.12.2014,DER-KIXS-RD,DER-KIXS-RD,2019-09-01 14:15:20
RCR2  CLRF03,2014-12-05 00:00:00,RCR2 / CLFK03,RD,480 - 580 (6),05.12.2014,GUST-RCR2-RD,GUST-RCR2-RD,2019-09-01 14:15:20
FRECCIA CELESTE,2014-11-24 00:00:00,FRECCIA CELESTE,RD,44 - 61 (8),24.11.2014,BIAN-FREC-RD,BIAN-FREC-RD,2019-09-01 14:15:20
PODIUM,2014-11-24 00:00:00,PODIUM,RD,50 - 60 (6),24.11.2014,DIA-POD-RD,DIA-POD-RD,2019-09-01 14:15:20
GAN  GAN S,2014-11-14 00:00:00,Gan / Gan S /, , , , , ,2019-09-01 14:15:20
CYCLO CROSS CANTI 2,2014-11-13 00:00:00, , , , , , ,2019-09-01 14:15:20
FENIX SL,2014-11-13 00:00:00,Fenix SL,RD,XXS - XL (6),13.11.2014,RID-FESL-RD,RID-FESL-RD,2019-09-01 14:15:20
CROSSDRIVE  EGM,2014-11-13 00:00:00, , , , , , ,2019-09-01 14:15:20
METEOR,2014-11-13 00:00:00,METEOR,RD,49 - 57 (5),13.11.2014,GRAD-MET-RD,GRAD-MET-RD,2019-09-01 14:15:20
CYCLO CROSS DISC 2,2014-11-13 00:00:00, , , , , , ,2019-09-01 14:15:20
ALTAMIRA  SL,2014-11-06 00:00:00,ALTAMIRA / SL,RD,460 - 610 (7),06.11.2014,FUJI-AL-RD,FUJI-AL-RD,2019-09-01 14:15:20
SCULTURA 4,2014-11-05 00:00:00,EGM-FK-16,RD,44 - 59 (8),05.11.2014,MERI-SCU4-RD,MERI-SCU4-RD,2019-09-01 14:15:20
THUNDERDOME,2014-11-04 00:00:00,THUNDERDOME,TR,46 - 61 (6),04.11.2014,ACIT-THUN-TR,ACIT-THUN-TR,2019-09-01 14:15:20
VENGE RIM,2014-11-03 00:00:00,VENGE RIM,RD,46 - 61 (9),03.11.2014,SPE-VENR-RD,SPE-VENR-RD,2019-09-01 14:15:20
ELEMENT,2014-10-20 00:00:00,ELEMENT, , , , , ,2019-09-01 14:15:20
SUPER PRESTIGE DISC,2014-10-06 00:00:00,Super Prestige Disc,CX,50 - 60 (6),06.10.2014,STEV-SPRD-CX,STEV-SPRD-CX,2019-09-01 14:15:20
PRIME 3,2014-10-06 00:00:00,FK-R10,RD,47 - 61 (6),06.10.2014,BORA-PRI3-RD,BORA-PRI3-RD,2019-09-01 14:15:20
RFC502I,2014-10-06 00:00:00, , , , , , ,2019-09-01 14:15:20
765,2014-09-30 00:00:00,765 Fork,RD,XS - XL (5),30.09.2014,LOOK-765-RD,LOOK-765F-RD,2019-09-01 14:15:20
NOAH SL  NOAH,2014-09-18 00:00:00,Noah SL / Noah,RD,XXS - L (5),18.09.2014,RID-NOSL-RD,RID-NOSL-RD,2019-09-01 14:15:20
S5 2015,2014-09-15 00:00:00,TD054,RD, , , ,CERV-TD54-TR,2019-09-01 14:15:20
NUKE,2014-09-12 00:00:00,NUKE,TT,S - XL (4),12.09.2014,DIAM-NUK-TT,DIAM-NUK-TT,2019-09-01 14:15:20
NUKE TRUCK,2014-09-12 00:00:00,NUKE TRUCK,TR,S - XL (4),12.09.2014,DIAM-NUKT-TR,DIAM-NUKT-TR,2019-09-01 14:15:20
SUPER TROFEO,2014-09-11 00:00:00,Super Trofeo,TT,45 - 56 (5),11.09.2014,STEV-STR-TT,STEV-STR-TT,2019-09-01 14:15:20
KIRAL,2014-09-02 00:00:00,KALIBUR CALIPER, , , , , ,2019-09-01 14:15:20
ZANIAH,2014-09-02 00:00:00,ZANIAH,RD,51 - 55 (3),02.09.2014,GRAD-ZAN-RD,GRAD-ZAN-RD,2019-09-01 14:15:20
METEOR SPEED,2014-08-28 00:00:00,METEOR speed,RD,51 - 56 (6),28.08.2014,GRAD-METS-RD,GRAD-METS-RD,2019-09-01 14:15:20
KÜDÜ,2014-08-27 00:00:00,Küdü, , , , , ,2019-09-01 14:15:20
ALR1,2014-08-27 00:00:00,ALR1,TeamMachine CX,47 - 60 (5),27.08.2014,BMC-ALR1-RD,BMC-TEAM-RD,2019-09-01 14:15:20
SOLAIRAE,2014-08-19 00:00:00,SOLAIR-AE,RD,440 - 510 (4),19.08.2014,VGL-SOAE-RD,VGL-SOAE-RD,2019-09-01 14:15:20
ZONCOLAN,2014-08-19 00:00:00,AERLITE FORZA,RD,47 - 60 (6),19.08.2014,GAV-ZON-RD,GAV-ZON-RD,2019-09-01 14:15:20
KRYON,2014-08-15 00:00:00,CALIPER,RD,45 - 61 (7),15.08.2014,KUOT-KRY-RD,KUOT-CALI-RD,2019-09-01 14:15:20
SIRELLI 3,2014-08-14 00:00:00,SIRELLI 3 /,RD,XXS - XL (6),14.08.2014,SILV-SIR-RD,SILV-SIR-RD,2019-09-01 14:15:20
LHENRY PRO,2014-08-13 00:00:00,3T FUNDA PRO,TR,Custom,13.08.2014,INBO-LPRO-TR,INBO-LPRO-TR,2019-09-01 14:15:20
MARION,2014-07-30 00:00:00,MARION,RD,480 - 540 (4),30.07.2014,HKCO-MAR-RD,HKCO-MAR-RD,2019-09-01 14:15:20
KHAN,2014-07-24 00:00:00,CALIPER,RD,45 - 58 (6),24.07.2014,KUOT-KHAN-RD,KUOT-CALI-RD,2019-09-01 14:15:20
KOUGAR,2014-07-23 00:00:00,RD,KUOT-CALI-RD, , , , ,2019-09-01 14:15:20
RCR3  CLRF 13,2014-07-04 00:00:00,RCR3 / CLFK 13,RD,48 - 58 (6),04.07.2014,GUST-RCR3-RD,GUST-RCR3-RD,2019-09-01 14:15:20
CX6D MY 2015,2014-07-03 00:00:00,CX6D MY 2015,CX,490 - 530 (3),03.07.2014,BSC-C6D2-CX,BSC-C6D2-CX,2019-09-01 14:15:20
SUPER PRESTIGE,2014-07-03 00:00:00,Super Prestige,CX,50 - 60 (6),03.07.2014,STEV-SPR-CX,STEV-SPR-CX,2019-09-01 14:15:20
CX6 MY 2015,2014-07-03 00:00:00,CX6 MY 2015,CX,490 - 530 (3),03.07.2014,BSC-C62-CX,BSC-C62-CX,2019-09-01 14:15:20
INFLITE AL SLX R45,2014-07-02 00:00:00,One One Four SL Disc F21,CX,XS - XXL (6),02.07.2014,CANY-R45-CX,CANY-F21-CX,2019-09-01 14:15:20
ELLIOT,2014-06-30 00:00:00,ELLIOT, , , , , ,2019-09-01 14:15:20
CAYIN AE,2014-06-30 00:00:00,CAYIN AE,RD,440 - 530 (5),30.06.2014,VGL-CAAE-RD,VGL-CAAE-RD,2019-09-01 14:15:20
AQUILA CV,2014-06-20 00:00:00,C1605511,CX,XS - L (4),20.06.2014,BIAN-AQCV-TT,BIAN-AQCV-TT,2019-09-01 14:15:20
PISTA CARBON MY,2014-06-20 00:00:00, , , , , , ,2019-09-01 14:15:20
SCALA,2014-06-20 00:00:00,K15,TT,S - XL (4),20.06.2014,DOL-SCAL-TT,DOL-SCAL-TT,2019-09-01 14:15:20
PLASMA 4,2014-06-16 00:00:00,Plasma 4,TT,XS - XL (5),16.06.2014,SCOT-PLA4-TT,SCOT-PLA4-TT,2019-09-01 14:15:20
IZON  IZON AKTIV,2014-06-05 00:00:00,TFP01,XXS - XL (6), , , , ,2019-09-01 14:15:20
PLASMA 5 TRACK,2014-05-27 00:00:00,Plasma 5 Track,TR,M,27.05.2014,SCOT-PLA5-TR,SCOT-PLA5-TR,2019-09-01 14:15:20
PLASMA 5,2014-05-27 00:00:00,Plasma 5,TT,S - XL (4),27.05.2014,SCOT-PLA5-TT,SCOT-PLA5-TT,2019-09-01 14:15:20
EMPIRE,2014-05-19 00:00:00,Enve 2.0 Road Fork,RD,XXS - XXL (7),19.05.2014,MERL-EMP-RD,MERL-EMP-RD,2019-09-01 14:15:20
SKYLON,2014-05-15 00:00:00,TF05,XXS - XL (6),TIME-TF05-RD, , , ,2019-09-01 14:15:20
NITROGEN  NITROGEN PRO,2014-05-14 00:00:00,N7,RD,XS - XL (5),14.05.2014,AR18-NITR-RD,AR18-N7-RD,2019-09-01 14:15:20
SANREMO 76,2014-05-12 00:00:00,SANREMO 76,RD,47 - 61 (6),12.05.2014,EMC-SR76-RD,EMC-SR76-RD,2019-09-01 14:15:20
MOURENX 69,2014-05-12 00:00:00,MOURENX 69,RD,42 - 54 (5),12.05.2014,EMC-MX69-RD,EMC-MX69-RD,2019-09-01 14:15:20
AEROAD CF SLX R28,2014-05-09 00:00:00,Aeroblade SLX F30,RD,2XS - 2 XL (7),09.05.2014,CANY-R28-RD,CANY-F30-RD,2019-09-01 14:15:20
KET5,2014-04-16 00:00:00,KE-T5,TT,S - XL (4),16.04.2014,KEMO-KET5-TT,KEMO-KET5-TT,2019-09-01 14:15:20
AVANT 2015,2014-04-10 00:00:00,AVANT 2015,RD,47 - 60 (7),10.04.2014,ORB-AVAN-RD,ORB-AVAN-RD,2019-09-01 14:15:20
ZERO7 2015  ZERO6,2014-04-09 00:00:00,ZERO7 2015 / ZERO6,RD,XS - XXL (6),09.04.2014,WIL-ZE72-RD,WIL-ZE72-RD,2019-09-01 14:15:20
ORCA 2015,2014-04-09 00:00:00,ORCA 2015,RD,47 - 60 (7),09.04.2014,ORB-ORC2-RD,ORB-ORC2-RD,2019-09-01 14:15:20
ZOLDER MY 2015,2014-04-02 00:00:00,C1605495,CX,49 - 60 (6),02.04.2014,BIAN-ZO15-CX,BIAN-ZO15-CX,2019-09-01 14:15:20
CHARISMA,2014-03-28 00:00:00,CHARISMA,RD,420 - 580 (8),28.03.2014,AUTH-CHAR-RD,AUTH-CHAR-RD,2019-09-01 14:15:20
KIMERA ROAD,2014-03-28 00:00:00,KIMERA ROAD,RD,47 - 63 (7),28.03.2014,KOGA-KIMR-RD,KOGA-KIMR-RD,2019-09-01 14:15:20
795 LIGHT,2014-03-25 00:00:00,HSC8 LIGHT,RD,XS - XL (5),25.03.2014,LOOK-795L-RD,LOOK-HC8L-RD,2019-09-01 14:15:20
KRYPTON  GO,2014-03-19 00:00:00,KR Fork / Go!,RD,XXS - XL (6),19.03.2014,AR18-KRYP-RD,AR18-KRYP-RD,2019-09-01 14:15:20
ZURIGO MY 2015,2014-03-18 00:00:00,C1605447,CX,49 - 61 (6),18.03.2014,BIAN-ZU15-CX,BIAN-ZU15-CX,2019-09-01 14:15:20
DOGMA F8,2014-03-05 00:00:00,Dogma F8,RD,420 - 620 (13),05.03.2014,PINA-DOF8-RD,PINA-DOF8-RD,2019-09-01 14:15:20
GENNIX TR1,2014-02-05 00:00:00,Air Uni-T Abs TT,TT,S - XL (4),05.02.2014,GARN-GTR1-TT,GARN-GTR1-TT,2019-09-01 14:15:20
DIABOLIQUE,2014-02-05 00:00:00,DIABOLIQUE,TT,XS - XL (5),05.02.2014,NORC-DIAB-TT,NORC-DIAB-TT,2019-09-01 14:15:20
DF4,2014-02-05 00:00:00,Alpina Wing Pista,TR,51.5 - 59 (5),05.02.2014,DOL-DF4-TR,DOL-DF4-TR,2019-09-01 14:15:20
ORDU OME,2014-02-04 00:00:00,ORDU OME,TT,XS - L (4),04.02.2014,ORB-ORD-TT,ORB-ORD-TT,2019-09-01 14:15:20
CHRONO TT 2,2014-01-30 00:00:00,Chrono TT 2,TT,450 - 560 (5),30.01.2014,VITU-CHR2-TT,VITU-CHR2-TT,2019-09-01 14:15:20
SUPER ACCIAIO,2014-01-30 00:00:00,Columbus Gramy,RD,46 - 61 (6),30.01.2014,COND-SUPA-RD,COND-SUPA-RD,2019-09-01 14:15:20
TTS01,2014-01-30 00:00:00,TTS01,TT,S - XL (4),30.01.2014,POD-TTS1-TT,POD-TTS1-TT,2019-09-01 14:15:20
VITESSE EVO,2014-01-23 00:00:00,Vitesse Evo,RD,490 - 620 (7),23.01.2014,VITU-VITE-RD,VITU-VITE-RD,2019-09-01 14:15:20
TRANSONIC,2014-01-23 00:00:00,TRANSONIC,RD,46 - 61 (7),23.01.2014,FUJI-TRAN-RD,FUJI-TRAN-RD,2019-09-01 14:15:20
XENITH,2014-01-20 00:00:00,Xenith,RD,44 - 61 (7),20.01.2014,JAMI-XEN-RD,JAMI-XEN-RD,2019-09-01 14:15:20
TARMAC 15,2014-01-15 00:00:00,TARMAC 15,RD,49 - 64 (10),15.01.2014,SPE-TA15-RD,SPE-TA15-RD,2019-09-01 14:15:20
C60,2014-01-10 00:00:00,C60,RD,42s - 60s (9),10.01.2014,COLN-C60-RD,COLN-C60-RD,2019-09-01 14:15:20
REFERENCE MY15,2014-01-07 00:00:00,REFERENCE MY15,RD,44 - 53 (6),07.01.2014,VGL-RE15-RD,VGL-RE15-RD,2019-09-01 14:15:20
PULSIUM,2013-12-20 00:00:00,PULSIUM,RD,XS - XXL (6),20.12.2013,LAPI-PULS-RD,LAPI-PULS-RD,2019-09-01 14:15:20
AIRCODE,2013-12-19 00:00:00,AIRCODE,RD,XS - XXL (6),19.12.2013,LAPI-AIR-RD,LAPI-AIR-RD,2019-09-01 14:15:20
ENDURACE AL R34,2013-12-17 00:00:00,One One Eight SL F25,RD,XS - XXXL (7),17.12.2013,CANY-R34-RD,CANY-F25-RD,2019-09-01 14:15:20
2  SCALERA 3,2013-12-10 00:00:00,2 / SCALERA 3 /, , , , , ,2019-09-01 14:15:20
FOX2,2013-12-06 00:00:00,FOX2,RD,450 - 570 (5),06.12.2013,EDGE-FOX2-RD,EDGE-FOX2-RD,2019-09-01 14:15:20
AIRY,2013-12-06 00:00:00,AIRY,RD,450 - 600 (8),06.12.2013,EDGE-AIRY-RD,EDGE-AIRY-RD,2019-09-01 14:15:20
Fork CROSS DISC BRAKE,2013-12-03 00:00:00,Fork CROSS DISC BRAKE,CX,/,03.12.2013,-,ENVE-CDB-CX,2019-09-01 14:15:20
Fork CROSS 1.125,2013-12-03 00:00:00,Fork CROSS 1.125,CX,/,03.12.2013,-,ENVE-C125-CX,2019-09-01 14:15:20
Fork CROSS 1.5,2013-12-03 00:00:00,Fork CROSS 1.5,CX,/,03.12.2013,-,ENVE-C5-CX,2019-09-01 14:15:20
DOGMAK,2013-12-02 00:00:00,DogmaK,RD,420 - 550 (8),02.12.2013,PINA-DOGK-RD,PINA-DOGK-RD,2019-09-01 14:15:20
LEGGERO,2013-11-29 00:00:00,Deda Nero Supremacy,RD,46 - 61 (6),29.11.2013,COND-LEGG-RD,COND-LEGG-RD,2019-09-01 14:15:20
CAYIN,2013-11-18 00:00:00,CAYIN,RD,440 - 530 (5),18.11.2013,VGL-CAY-RD,VGL-CAY-RD,2019-09-01 14:15:20
FOCUS CAYO EVO2,2013-11-12 00:00:00,FOCUS Cayo Evo2, , , , , ,2019-09-01 14:15:20
GRANFONDO 02 MY 15,2013-11-08 00:00:00,Granfondo 02 MY 15,Granfondo RD,48 - 61 (6),08.11.2013,BMC-GF2C-RD,BMC-GF-RD,2019-09-01 14:15:20
KER5,2013-10-30 00:00:00,KE-FR5,RD,48 - 61 (6),30.10.2013,KEMO-KER5-RD,KEMO-KER5-RD,2019-09-01 14:15:20
KER8,2013-10-30 00:00:00,KE-FR8,RD,45 - 58 (6),30.10.2013,KEMO-KER8-RD,KEMO-KER8-RD,2019-09-01 14:15:20
EQUIPER,2013-10-29 00:00:00,FB-F0007,RD,48 --60 (7),29.10.2013,AQU-EQR-RD,AQU-EQR-RD,2019-09-01 14:15:20
795 AEROLIGHT,2013-10-29 00:00:00,HSC8,RD,XS - XL (5),29.10.2013,LOOK-795A-RD,LOOK-HSC8-RD,2019-09-01 14:15:20
NEUROGEN,2013-10-25 00:00:00,Neurogen,TT,XS - L (4),25.10.2013,SCT-NEUR-TT,SCT-NEUR-TT,2019-09-01 14:15:20
V1R,2013-10-18 00:00:00,V1-R,RD,42 - 58 (8),18.10.2013,COLN-V1R-RD,COLN-V1R-RD,2019-09-01 14:15:20
ALUR  ULTRA AF,2013-10-07 00:00:00,ALUR / ULTRA AF,RD,XS - XL (5),07.10.2013,BTWI-ALUR-RD,BTWI-ALUR-RD,2019-09-01 14:15:20
ALIAS,2013-10-03 00:00:00,Alias,RD,44 - 57 (5),03.10.2013,SPE-ALIA-RD,SPE-ALIA-RD,2019-09-01 14:15:20
ULTRA  ULTRA CF,2013-10-01 00:00:00,ULTRA / ULTRA CF, , , , , ,2019-09-01 14:15:20
ENDURACE CF R32,2013-09-20 00:00:00,One One Four SL F28,RD,XS - XXXL (7),20.09.2013,CANY-R32-RD,CANY-F28-RD,2019-09-01 14:15:20
THRESHOLD,2013-09-20 00:00:00,THRESHOLD,CX,50 - 60 (5),20.09.2013,NORC-THRE-CX,NORC-THRE-CX,2019-09-01 14:15:20
TEAMMACHINE SLR03,2013-09-20 00:00:00,TeamMachine SLR03,TeamMachine RD,48 - 60 (5),20.09.2013,BMC-SLR3-RD,BMC-TEAM-RD,2019-09-01 14:15:20
ALIZE 2  NAZARE 2,2013-09-12 00:00:00,Alize 2 / Nazare 2,RD,XS - XL (5),12.09.2013,NPR-ALI2-RD,NPR-ALI2-RD,2019-09-01 14:15:20
GIGADRIVE 2014,2013-08-15 00:00:00,EGC-FK-04,RD,470 - 620 (6),15.08.2013,CENT-GI14-RD,CENT-GI14-RD,2019-09-01 14:15:20
FOCUS MARES CX,2013-08-14 00:00:00,FOCUS Mares CX,CX,48 - 60 (6),14.08.2013,DCW-MA-CX,DCW-MA-CX,2019-09-01 14:15:20
NORCROSS SL AERO,2013-08-09 00:00:00, , , , , , ,2019-09-01 14:15:20
RS8,2013-07-25 00:00:00,RS8,RD,46 - 55 (4),25.07.2013,BSC-RS8-RD,BSC-RS8-RD,2019-09-01 14:15:20
AEROLIGHT,2013-07-09 00:00:00,Aerolight,TT,SM - LA (3),09.07.2013,BHB-AERO-TT,BHB-AERO-TT,2019-09-01 14:15:20
ZXRS 2014,2013-07-05 00:00:00,TF03,TIME-TF03-RD, , , ,TIME-TF03-RD,2019-09-01 14:15:20
GLOBAL CONCEPT G6,2013-07-02 00:00:00,Global Concept G6,RD,SM - LA (3),02.07.2013,BHB-G6-RD,BHB-G6-RD,2019-09-01 14:15:20
CROSSMACHINE CX01,2013-07-02 00:00:00,Crossmachine CX01, , , , , ,2019-09-01 14:15:20
XNIGHT DISC,2013-06-27 00:00:00,X-Night Disc, , , , , ,2019-09-01 14:15:20
DEAN,2013-06-26 00:00:00,Dean Fast,TT,XS - L (4),26.06.2013,RID-DEAN-TT,RID-DEAN-TT,2019-09-01 14:15:20
SIBILO,2013-06-06 00:00:00,SIBILO,TT,S - XL (4),06.06.2013,PINA-SIB-TT,PINA-SIB-TT,2019-09-01 14:15:20
FLUIDITY S MY2014,2013-05-30 00:00:00,TF03,RD,XXXS - XL (7),30.05.2013,TIME-FLSB-RD,TIME-TF03-RD,2019-09-01 14:15:20
CX ZERO,2013-05-22 00:00:00,CX ZERO,RD,42s - 58s (8),22.05.2013,COLN-CXZE-RD,COLN-CXZE-RD,2019-09-01 14:15:20
ACR,2013-05-22 00:00:00,AC-R,RD,42s - 58s (8),22.05.2013,COLN-ACR-RD,COLN-ACR-RD,2019-09-01 14:15:20
SOLAIR,2013-05-14 00:00:00,RD,VGL-BL45-RD, , , , ,2019-09-01 14:15:20
ULTIMATE AL R13,2013-05-01 00:00:00, , , , , , ,2019-09-01 14:15:20
ULTIMATE AL R23,2013-05-01 00:00:00, , , , , , ,2019-09-01 14:15:20
AERIUM SUPER HPC,2013-04-30 00:00:00,Fork, , , , , ,2019-09-01 14:15:20
TRACKMACHINE TR01,2013-04-30 00:00:00,TrackMachine TR01,TrackMachine TR01 TR,S - L (3),30.04.2013,BMC-TR01-TR,BMC-TR01-TR,2019-09-01 14:15:20
ELLIOT SIGNATURE,2013-04-30 00:00:00,ELLIOT SIGNATURE,VGL-BC53-RD, , , ,VGL-ELSI-RD,2019-09-01 14:15:20
BOLIDE,2013-04-29 00:00:00,BOLIDE,TT,450 - 550 (3),29.04.2013,PINA-BOL-TT,PINA-BOL-TT,2019-09-01 14:15:20
ROADLITE AL R12,2013-04-19 00:00:00, , , , , , ,2019-09-01 14:15:20
TRIPLE EEE,2013-04-18 00:00:00,Triple EEE,RD,XS - XL (5),18.04.2013,AIR-EEE-RD,AIR-EEE-RD,2019-09-01 14:15:20
CENTO 1 AIR,2013-04-18 00:00:00,CENTO 1 AIR,RD,XS - XXL (6),18.04.2013,WIL-C1AI-RD,WIL-C1AI-RD,2019-09-01 14:15:20
REFERENCE,2013-04-17 00:00:00,REFERENCE,RD,430 - 530 (6),17.04.2013,VGL-REF-RD,VGL-REF-RD,2019-09-01 14:15:20
TCX ADV,2013-04-16 00:00:00,TCX Adv disc open type,through Axle /, , , ,GIAN-TCXA-CX,2019-09-01 14:15:20
SUPER ELECTRA LTD,2013-04-10 00:00:00,Super Electra LTD, , , , , ,2019-09-01 14:15:20
ZEPHYR,2013-04-08 00:00:00,Zephyr,RD,XS - XL (5),08.04.2013,NPR-ZEPH-RD,NPR-ZEPH-RD,2019-09-01 14:15:20
OLTRE XR2,2013-04-05 00:00:00, , , , , , ,2019-09-01 14:15:20
BRAVA,2013-03-27 00:00:00,through Axle, , , , , ,2019-09-01 14:15:20
TCX SLR,2013-03-27 00:00:00,through Axle, , , , , ,2019-09-01 14:15:20
GALLIUM  GALLIUM,2013-03-20 00:00:00,GALLIUM / GALLIUM, , , , , ,2019-09-01 14:15:20
CORSA SL,2013-03-18 00:00:00,Corsa SL,RD,XS - XL (7),18.03.2013,AVNT-CSL-RD,AVNT-CSL-RD,2019-09-01 14:15:20
ORCA,2013-03-14 00:00:00,ORCA,RD,47 - 60 (7),14.03.2013,ORB-ORCA-RD,ORB-ORCA-RD,2019-09-01 14:15:20
PROPEL ADV,2013-02-22 00:00:00,TCX Adv disc 15mm, , , , , ,2019-09-01 14:15:20
ZURIGO DISK BRAKE,2013-02-22 00:00:00,C1605447,CX,490 - 610 (5),22.02.2013,BIAN-ZUDB-CX,BIAN-ZUDB-CX,2019-09-01 14:15:20
FOCUS IZALCO CHRONO,2013-02-18 00:00:00,FOCUS Izalco Chrono, , , , , ,2019-09-01 14:15:20
AEROSTORM 2013,2013-02-18 00:00:00,LAPI-AE2D-TT, , , , , ,2019-09-01 14:15:20
G733,2013-02-08 00:00:00,G733,RD,49 - 58 (5),08.02.2013,GOOM-G733-RD,GOOM-G733-RD,2019-09-01 14:15:20
URGESTALT,2013-02-07 00:00:00,URGESTALT,RD,48 - 60 (6),07.02.2013,LW-URGE-RD,LW-URGE-RD,2019-09-01 14:15:20
INTENSO,2013-01-24 00:00:00,C1605404,RD,44 - 63 (9),24.01.2013,BIAN-INT-RD,BIAN-INT-RD,2019-09-01 14:15:20
INFLITE AL R25,2013-01-21 00:00:00,F21,CX,XS - XXL (6),21.01.2013,CANY-R25-CX,CANY-F21-CX,2019-09-01 14:15:20
695 AERO,2013-01-15 00:00:00,HSC7 AERO,RD,XS - XXL (6),15.01.2013,LOOK-695A-RD,LOOK-H7A-RD,2019-09-01 14:15:20
